Content,EventId,EventTemplate
############################## _getSysMsgList,44,############################## _getSysMsgList
"Configuration Notice: ASL Module ""com.apple.performance"" claims selected messages. Those messages may not appear in standard system log files or in the ASL database.",45,"Configuration Notice: ASL Module ""com.apple.performance"" claims selected messages. Those messages may not appear in standard system log files or in the ASL database."
Wake reason: ?,9,Wake reason: ?
01:06:37.436 : Scanning mode Contacts Only,180,<*> : Scanning mode Contacts Only
01:42:26.004 : BTLE scanning stopped,279,<*> : BTLE scanning stopped
wake time set +0.270003 s,309,wake time set <*> s
[HID] [MT] MTActuatorManagement::getActuatorRef Calling MTActuatorOpen() outside of MTTrackpadHIDManager.,127,[HID] [MT] MTActuatorManagement::getActuatorRef Calling MTActuatorOpen() outside of MTTrackpadHIDManager.
AppleCamIn::wakeEventHandlerThread,274,AppleCamIn::wakeEventHandlerThread
AppleCamIn::wakeEventHandlerThread,274,AppleCamIn::wakeEventHandlerThread
button report: 0x80039B7,253,button report: <*>
AppleCamIn::handleWakeEvent_gated,67,AppleCamIn::handleWakeEvent_gated
06:57:52.002 : Purged contact hashes,285,<*> : Purged contact hashes
07:33:34.878 : BTLE scanning started,301,<*> : BTLE scanning started
"IOPMrootDomain: idle cancel, state 1",235,"IOPMrootDomain: idle cancel, state <*>"
ARPT: 673325.798753: ARPT: Wake Reason: Wake on TCP Timeout,152,ARPT: <*> ARPT: Wake Reason: Wake on TCP Timeout
"hibernate_alloc_pages act 173850, inact 24957, anon 891, throt 0, spec 73492, wire 527143, wireinit 39927",52,hibernate_alloc_pages act <*> inact <*> anon <*> throt <*> spec <*> wire <*> wireinit <*>
hibernate_teardown_pmap_structs done: last_valid_compact_indx 282563,207,hibernate_teardown_pmap_structs done: last_valid_compact_indx <*>
AppleCamIn::wakeEventHandlerThread,274,AppleCamIn::wakeEventHandlerThread
button report: 0x80039B7,253,button report: <*>
enabling pid=30298 for plug-in com.apple.ncplugin.weather(1.0) 131FE7ED-87F7-471D-8797-C11107688DF7 /System/Library/CoreServices/Weather.app/Contents/PlugIns/com.apple.ncplugin.weather.appex,16,enabling <*> for plug-in <*> /System/Library/CoreServices/Weather.app/Contents/PlugIns/com.apple.ncplugin.weather.appex
FA||Url||taskID[2019353296] dealloc,327,<*> dealloc
"2017-07-03 10:40:41.730 GoogleSoftwareUpdateAgent[33263/0x700000323000] [lvl=2] -[KSAgentApp performSelfUpdateWithEngine:] Checking for self update with Engine: <KSUpdateEngine:0x10062de70 ticketStore=<KSPersistentTicketStore:0x1005206e0 store=<KSKeyedPersistentStore:0x1005282c0 path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/Keystone.ticketstore"" lockFile=<KSLockFile:0x100510480 path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/Keystone.ticketstore.lock"" locked=NO > >> processor=<KSActionProcessor:0x10062e060 delegate=<KSUpdateEngine:0x10062de70> isProcessing=NO actionsCompleted=0 progress=0.00 errors=0 currentActionErrors=0 events=0 currentActionEvents=0 actionQueue=( ) > delegate=(null) serverInfoStore=<KSServerPrivateInfoStore:0x10062d2d0 path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/Servers""> errors=0 >",258,"<*> -[KSAgentApp performSelfUpdateWithEngine:] Checking for self update with Engine: <*> path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/Keystone.ticketstore"" <*> path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/Keystone.ticketstore.lock"" locked=NO > >> <*> isProcessing=NO <*> currentActionErrors=0 <*> actionQueue=( ) > delegate=(null) <*> path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/Servers""> <*> >"
2017-07-03 10:40:42.940 GoogleSoftwareUpdateAgent[33263/0x700000323000] [lvl=2] -[KSOmahaServer updateInfosForUpdateResponse:updateRequest:infoStore:upToDateTickets:updatedTickets:events:errors:] Response passed CUP validation.,87,<*> -[KSOmahaServer updateInfosForUpdateResponse:updateRequest:infoStore:upToDateTickets:updatedTickets:events:errors:] Response passed CUP validation.
FA||Url||taskID[2019353306] dealloc,327,<*> dealloc
[11:31:49.593] itemasync_CopyProperty signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/Player/FigPlayer_Async.c line 2092,167,<*> itemasync_CopyProperty signalled <*> (kFigBaseObjectError_Invalidated) (invalidated) at <*> line <*>
"Opened file /var/log/SleepWakeStacks.bin, size 172032, extents 1, maxio 2000000 ssd 1",166,"Opened file /var/log/SleepWakeStacks.bin, size <*> extents <*> maxio <*> ssd <*>"
"NETWORK: no response from server, reachability, 2, queryRetries, 0",151,"NETWORK: no response from server, reachability, <*> queryRetries, <*>"
"Unexpected payload found for message 9, dataLen 0",92,Unexpected payload found for message <*> dataLen <*>
CCFile::captureLog,104,CCFile::captureLog
en0: Supported channels 1 2 3 4 5 6 7 8 9 10 11 12 13 36 40 44 48 52 56 60 64 100 104 108 112 116 120 124 128 132 136 140 144 149 153 157 161,169,en0: Supported channels <*>
ARPT: 681387.132167: AirPort_Brcm43xx::powerChange: System Wake - Full Wake/ Dark Wake / Maintenance wake,129,ARPT: <*> System Wake - Full Wake/ Dark Wake / Maintenance wake
Internal name did not resolve to internal address!,112,Internal name did not resolve to internal address!
Service exited with abnormal code: 1,286,Service exited with abnormal code: <*>
Central manager is not powered on,281,Central manager is not powered on
"CCFile::captureLogRun Skipping current file Dir file [2017-07-03_13,48,39.362458]-CCIOReporter-002.xml, Current File [2017-07-03_13,48,39.362458]-CCIOReporter-002.xml",105,CCFile::captureLogRun Skipping current file Dir file <*> Current File <*>
"CCFile::copyFile fileName is [2017-07-03_13,48,39.308188]-io80211Family-002.pcapng, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/IO80211AWDLPeerManager//[2017-07-03_13,48,39.308188]-io80211Family-002.pcapng, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-03_13,50,14.954481]=AssocFail:sts:2_rsn:0/IO80211AWDLPeerManager//[2017-07-03_13,48,39.308188]-io80211Family-002.pcapng",73,CCFile::copyFile fileName is <*> source <*> dest <*>
ARPT: 682068.402171: framerdy 0x0 bmccmd 7 framecnt 1024,168,ARPT: <*> framerdy <*> bmccmd <*> framecnt <*>
<IMMacNotificationCenterManager: 0x7ff1b2e00ba0>:   DND Enabled: YES,139,<IMMacNotificationCenterManager: <*>   DND Enabled: YES
13:55:56.094 : Starting AirDrop server for user 501 on wake,224,<*> : Starting AirDrop server for user <*> on wake
ARPT: 682406.173418: wl0: setup_keepalive: Remote IP: 17.249.28.77,245,ARPT: <*> wl0: setup_keepalive: Remote IP: <*>
"RTC: Maintenance 2017/7/3 21:47:58, sleep 2017/7/3 21:35:20",305,RTC: Maintenance <*> sleep <*>
"<<<< FigByteStream >>>> FigByteStreamStatsLogOneRead: ByteStream read of 4812 bytes @ 358800 took 1.053312 secs. to complete, 5 reads >= 1 sec.",200,"<<<< FigByteStream >>>> FigByteStreamStatsLogOneRead: ByteStream read of <*> bytes @ <*> took <*> secs. to complete, <*> reads >= <*> sec."
AppleCamIn::wakeEventHandlerThread,274,AppleCamIn::wakeEventHandlerThread
network changed: v4(en0:10.105.160.237) v6(en0!:2607:f140:6000:8:f1dc:a608:863:19ad) DNS Proxy SMB,324,network changed: <*> DNS Proxy SMB
Received Capture Event,88,Received Capture Event
CCIOReporterFormatter::refreshSubscriptionsFromStreamRegistry clearing out any previous subscriptions,172,CCIOReporterFormatter::refreshSubscriptionsFromStreamRegistry clearing out any previous subscriptions
CCFile::captureLogRun() Exiting CCFile::captureLogRun,238,CCFile::captureLogRun() Exiting CCFile::captureLogRun
"CCFile::copyFile fileName is [2017-07-03_15,47,15.246620]-AirPortBrcm4360_Logs-007.txt, source path:/var/log/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/DriverLogs//[2017-07-03_15,47,15.246620]-AirPortBrcm4360_Logs-007.txt, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/[2017-07-03_15,47,15.349129]=AuthFail:sts:5_rsn:0/DriverLogs//[2017-07-03_15,47,15.246620]-AirPortBrcm4360_Logs-007.txt",73,CCFile::copyFile fileName is <*> source <*> dest <*>
"CCLogTap::profileRemoved, Owner: com.apple.iokit.IO80211Family, Name: OneStats",323,"CCLogTap::profileRemoved, Owner: <*> Name: OneStats"
AppleCamIn::handleWakeEvent_gated,67,AppleCamIn::handleWakeEvent_gated
CCFile::captureLogRun() Exiting CCFile::captureLogRun,238,CCFile::captureLogRun() Exiting CCFile::captureLogRun
CCFile::captureLog,104,CCFile::captureLog
AppleCamIn::wakeEventHandlerThread,274,AppleCamIn::wakeEventHandlerThread
network changed: v6(en0-:2607:f140:6000:8:d8d1:d506:6046:43e4) DNS- Proxy-,187,network changed: <*> DNS- Proxy-
"CCFile::copyFile fileName is [2017-07-03_16,06,19.861073]-CCIOReporter-008.xml, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/OneStats//[2017-07-03_16,06,19.861073]-CCIOReporter-008.xml, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-03_16,07,33.914349]=AuthFail:sts:5_rsn:0/OneStats//[2017-07-03_16,06,19.861073]-CCIOReporter-008.xml",73,CCFile::copyFile fileName is <*> source <*> dest <*>
"CCFile::copyFile fileName is [2017-07-03_16,07,38.954579]-io80211Family-016.pcapng, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/IO80211AWDLPeerManager//[2017-07-03_16,07,38.954579]-io80211Family-016.pcapng, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-03_16,07,39.094895]=AuthFail:sts:5_rsn:0/IO80211AWDLPeerManager//[2017-07-03_16,07,38.954579]-io80211Family-016.pcapng",73,CCFile::copyFile fileName is <*> source <*> dest <*>
CCIOReporterFormatter::addRegistryChildToChannelDictionary streams 7,300,CCIOReporterFormatter::addRegistryChildToChannelDictionary streams <*>
"CCFile::copyFile fileName is [2017-07-03_16,07,39.096792]-CCIOReporter-017.xml, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/OneStats//[2017-07-03_16,07,39.096792]-CCIOReporter-017.xml, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-03_16,07,39.171995]=AuthFail:sts:5_rsn:0/OneStats//[2017-07-03_16,07,39.096792]-CCIOReporter-017.xml",73,CCFile::copyFile fileName is <*> source <*> dest <*>
CCFile::captureLogRun() Exiting CCFile::captureLogRun,238,CCFile::captureLogRun() Exiting CCFile::captureLogRun
CCFile::captureLog,104,CCFile::captureLog
ARPT: 682834.192587: wlc_dump_aggfifo:,210,ARPT: <*> wlc_dump_aggfifo:
CCFile::captureLog,104,CCFile::captureLog
"CCFile::copyFile fileName is [2017-07-03_16,07,46.105103]-CCIOReporter-032.xml, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/OneStats//[2017-07-03_16,07,46.105103]-CCIOReporter-032.xml, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-03_16,07,46.298508]=AuthFail:sts:5_rsn:0/OneStats//[2017-07-03_16,07,46.105103]-CCIOReporter-032.xml",73,CCFile::copyFile fileName is <*> source <*> dest <*>
Wake reason: ?,9,Wake reason: ?
[16:25:45.631] <<<< CRABS >>>> crabsFlumeHostUnavailable: [0x7f961cf08cf0] Byte flume reports host unavailable.,183,<*> <<<< CRABS >>>> crabsFlumeHostUnavailable: <*> Byte flume reports host unavailable.
"CCFile::copyFile fileName is [2017-07-03_16,27,04.995982]-io80211Family-040.pcapng, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/IO80211AWDLPeerManager//[2017-07-03_16,27,04.995982]-io80211Family-040.pcapng, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-03_16,27,05.123034]=AuthFail:sts:5_rsn:0/IO80211AWDLPeerManager//[2017-07-03_16,27,04.995982]-io80211Family-040.pcapng",73,CCFile::copyFile fileName is <*> source <*> dest <*>
AppleCamIn::handleWakeEvent_gated,67,AppleCamIn::handleWakeEvent_gated
ARPT: 682977.654133: wlc_dump_aggfifo:,210,ARPT: <*> wlc_dump_aggfifo:
"CCFile::copyFile fileName is [2017-07-03_16,27,09.910337]-AirPortBrcm4360_Logs-047.txt, source path:/var/log/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/DriverLogs//[2017-07-03_16,27,09.910337]-AirPortBrcm4360_Logs-047.txt, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/[2017-07-03_16,27,10.162319]=AuthFail:sts:5_rsn:0/DriverLogs//[2017-07-03_16,27,09.910337]-AirPortBrcm4360_Logs-047.txt",73,CCFile::copyFile fileName is <*> source <*> dest <*>
"doSaveChannels@286: Will write to: /Library/Logs/CrashReporter/CoreCapture/IOReporters/[2017-07-03_16,27,09.307937] - AuthFail:sts:5_rsn:0.xml",42,<*> Will write to: <*> - <*>
tcp_connection_destination_perform_socket_connect 21152 connectx to 203.205.147.206:8080@0 failed: [51] Network is unreachable,119,tcp_connection_destination_perform_socket_connect <*> connectx to <*> failed: <*> Network is unreachable
Received Capture Event,88,Received Capture Event
CCFile::captureLogRun() Exiting CCFile::captureLogRun,238,CCFile::captureLogRun() Exiting CCFile::captureLogRun
CCFile::captureLog,104,CCFile::captureLog
button report: 0x8002bdf,253,button report: <*>
IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL,126,<*> Resuming AWDL
"[CardDAVPlugin-ERROR] -getPrincipalInfo:[_controller supportsRequestCompressionAtURL:https://13957525385%40163.com@p28-contacts.icloud.com/874161398/principal/] Error Domain=NSURLErrorDomain Code=-1001 ""The request timed out."" UserInfo={NSUnderlyingError=0x7f9af3646900 {Error Domain=kCFErrorDomainCFNetwork Code=-1001 ""The request timed out."" UserInfo={NSErrorFailingURLStringKey=https://13957525385%40163.com@p28-contacts.icloud.com/874161398/principal/, NSErrorFailingURLKey=https://13957525385%40163.com@p28-contacts.icloud.com/874161398/principal/, _kCFStreamErrorCodeKey=-2102, _kCFStreamErrorDomainKey=4, NSLocalizedDescription=The request timed out.}}, NSErrorFailingURLStringKey=https://13957525385%40163.com@p28-contacts.icloud.com/874161398/principal/, NSErrorFailingURLKey=https://13957525385%40163.com@p28-contacts.icloud.com/874161398/principal/, _kCFStreamErrorDomainKey=4, _kCFStreamErrorCodeKey=-2102, NSLocalizedDescription=The request timed out.}",12,"[CardDAVPlugin-ERROR] -getPrincipalInfo:[_controller <*> Error Domain=NSURLErrorDomain <*> ""The request timed out."" <*> {Error Domain=kCFErrorDomainCFNetwork <*> ""The request timed out."" <*> _kCFStreamErrorDomainKey=4, NSLocalizedDescription=The request timed out.}}, <*> _kCFStreamErrorDomainKey=4, <*> NSLocalizedDescription=The request timed out.}"
CCFile::captureLog,104,CCFile::captureLog
hibernate image path: /var/vm/sleepimage,21,hibernate image path: /var/vm/sleepimage
hibernate_flush_memory: buffer_cache_gc freed up 13202 wired pages,40,hibernate_flush_memory: buffer_cache_gc freed up <*> wired pages
"hibernate_machine_init pagesDone 455920 sum2 81cafc41, time: 185 ms, disk(0x20000) 847 Mb/s, comp bytes: 47288320 time: 32 ms 1369 Mb/s, crypt bytes: 158441472 time: 38 ms 3973 Mb/s",85,"hibernate_machine_init pagesDone <*> time: <*> ms, <*> Mb/s, comp bytes: <*> time: <*> ms <*> Mb/s, crypt bytes: <*> time: <*> ms <*> Mb/s"
ASSERTION FAILED: dvcAddrRef != ((void *)0) -[DriverServices getDeviceAddress:] line: 2789,265,ASSERTION FAILED: dvcAddrRef != ((void <*> -[DriverServices getDeviceAddress:] line: <*>
hibernate_machine_init reading,270,hibernate_machine_init reading
assertion failed: 15G1510: com.apple.telemetry + 38574 [10D2E324-788C-30CC-A749-55AE67AEC7BC]: 0x7fc235807b90,175,assertion failed: <*> com.apple.telemetry + <*>
jemmytest,134,jemmytest
hibernate_setup(0) took 4429 ms,226,hibernate_setup(0) took <*> ms
**** [IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- calling IOBluetoothFamily's registerService() -- 0x5fd0 -- 0x9a00 -- 0x6800 ****,209,**** [IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- calling IOBluetoothFamily's registerService() -- <*> -- <*> -- <*> ****
**** [IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- Connected to the transport successfully -- 0x5fd0 -- 0x9a00 -- 0x6800 ****,23,**** [IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- Connected to the transport successfully -- <*> -- <*> -- <*> ****
hciControllerOnline; HID devices? 0,267,hciControllerOnline; HID devices? <*>
INIT -- Host controller is published,190,INIT -- Host controller is published
"polled file major 1, minor 0, blocksize 4096, pollers 5",234,polled file major <*> minor <*> blocksize <*> pollers <*>
BuildActDeviceEntry exit,30,BuildActDeviceEntry exit
AppleCamIn::handleWakeEvent_gated,67,AppleCamIn::handleWakeEvent_gated
"ARPT: 683604.474196: IOPMPowerSource Information: onSleep,  SleepType: Standby,  'ExternalConnected': No, 'TimeRemaining': 578,",237,"ARPT: <*> IOPMPowerSource Information: onSleep,  SleepType: Standby,  'ExternalConnected': No, 'TimeRemaining': <*>"
Wake reason: ARPT (Network),194,Wake reason: ARPT (Network)
AppleActuatorHIDEventDriver: message service is terminated,91,AppleActuatorHIDEventDriver: message service is terminated
button report: 0x80039B7,253,button report: <*>
IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL,126,<*> Resuming AWDL
payload Data 07 00,242,payload Data <*>
CCFile::captureLogRun() Exiting CCFile::captureLogRun,238,CCFile::captureLogRun() Exiting CCFile::captureLogRun
WARNING: hibernate_page_list_setall skipped 11799 xpmapped pages,123,WARNING: hibernate_page_list_setall skipped <*> xpmapped pages
"hibernate_teardown: wired_pages 544767, free_pages 3578340, active_pages 40000, inactive_pages 0, speculative_pages 0, cleaned_pages 0, compressor_pages 112",68,hibernate_teardown: wired_pages <*> free_pages <*> active_pages <*> inactive_pages <*> speculative_pages <*> cleaned_pages <*> compressor_pages <*>
"pages 554018, wire 418692, act 40000, inact 0, cleaned 0 spec 0, zf 0, throt 0, compr 112, xpmapped 40000",98,pages <*> wire <*> act <*> inact <*> cleaned <*> spec <*> zf <*> throt <*> compr <*> xpmapped <*>
[BluetoothHIDDeviceController] EventServiceConnectedCallback,122,[BluetoothHIDDeviceController] EventServiceConnectedCallback
CCFile::captureLogRun() Exiting CCFile::captureLogRun,238,CCFile::captureLogRun() Exiting CCFile::captureLogRun
Received Capture Event,88,Received Capture Event
"CCFile::copyFile fileName is [2017-07-03_19,04,57.722196]-io80211Family-018.pcapng, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/IO80211AWDLPeerManager//[2017-07-03_19,04,57.722196]-io80211Family-018.pcapng, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-03_19,05,37.535347]=AuthFail:sts:2_rsn:0/IO80211AWDLPeerManager//[2017-07-03_19,04,57.722196]-io80211Family-018.pcapng",73,CCFile::copyFile fileName is <*> source <*> dest <*>
Received Capture Event,88,Received Capture Event
button report: 0x8002be0,253,button report: <*>
hibernate_rebuild_pmap_structs done: last_valid_compact_indx 285862,246,hibernate_rebuild_pmap_structs done: last_valid_compact_indx <*>
BuildActDeviceEntry enter,322,BuildActDeviceEntry enter
(ImportBailout.Error:1331) Asked to exit for Diskarb,325,<*> Asked to exit for Diskarb
2017-07-03 20:25:13.378 GoogleSoftwareUpdateAgent[33847/0x7000002a0000] [lvl=2] -[KSUpdateCheckAction performAction] KSUpdateCheckAction starting update check for ticket(s): {( <KSTicket:0x10053b310 productID=com.google.Keystone version=1.2.8.57 xc=<KSPathExistenceChecker:0x10053ac30 path=/Users/xpc/Library/Google/GoogleSoftwareUpdate/GoogleSoftwareUpdate.bundle> url=https://tools.google.com/service/update2 creationDate=2017-02-18 15:41:17 ticketVersion=1 > )} Using server: <KSOmahaServer:0x100248090 engine=<KSUpdateEngine:0x1007249c0> >,120,<*> -[KSUpdateCheckAction performAction] KSUpdateCheckAction starting update check for ticket(s): {( <*> productID=com.google.Keystone <*> path=/Users/xpc/Library/Google/GoogleSoftwareUpdate/GoogleSoftwareUpdate.bundle> <*> > )} Using server: <*> >
jemmytest,134,jemmytest
FA||Url||taskID[2019353376] dealloc,327,<*> dealloc
KeychainGetICDPStatus: status: off,321,KeychainGetICDPStatus: status: off
CCFile::captureLog,104,CCFile::captureLog
"CCFile::copyFile fileName is [2017-07-03_21,30,41.859869]-CCIOReporter-002.xml, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/OneStats//[2017-07-03_21,30,41.859869]-CCIOReporter-002.xml, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-03_21,30,40.703152]=AuthFail:sts:5_rsn:0/OneStats//[2017-07-03_21,30,41.859869]-CCIOReporter-002.xml",73,CCFile::copyFile fileName is <*> source <*> dest <*>
jemmytest,134,jemmytest
FA||Url||taskID[2019353410] dealloc,327,<*> dealloc
KeychainGetICDPStatus: status: off,321,KeychainGetICDPStatus: status: off
ARPT: 697702.656868: AirPort_Brcm43xx::powerChange: System Sleep,249,ARPT: <*> System Sleep
tcp_connection_tls_session_error_callback_imp 2210 tcp_connection_tls_session_handle_read_error.790 error 60,114,tcp_connection_tls_session_error_callback_imp <*> error <*>
AppleCamIn::handleWakeEvent_gated,67,AppleCamIn::handleWakeEvent_gated
Checking iCDP status for DSID 874161398 (checkWithServer=0),106,Checking iCDP status for DSID <*>
############################## _getSysMsgList,44,############################## _getSysMsgList
############################## _getSysMsgList,44,############################## _getSysMsgList
CCFile::captureLogRun() Exiting CCFile::captureLogRun,238,CCFile::captureLogRun() Exiting CCFile::captureLogRun
network changed: v4(en0-:10.105.162.105) v6(en0-:2607:f140:6000:8:c6b3:1ff:fecd:467f) DNS- Proxy-,187,network changed: <*> DNS- Proxy-
en0::IO80211Interface::postMessage bssid changed,307,<*> bssid changed
en0::IO80211Interface::postMessage bssid changed,307,<*> bssid changed
AppleCamIn::wakeEventHandlerThread,274,AppleCamIn::wakeEventHandlerThread
network changed: DNS*,312,network changed: DNS*
en0: Supported channels 1 2 3 4 5 6 7 8 9 10 11 12 13 36 40 44 48 52 56 60 64 100 104 108 112 116 120 124 128 132 136 140 144 149 153 157 161 165,169,en0: Supported channels <*>
Received Capture Event,88,Received Capture Event
AppleCamIn::handleWakeEvent_gated,67,AppleCamIn::handleWakeEvent_gated
FA||Url||taskID[2019353444] dealloc,327,<*> dealloc
AppleCamIn::wakeEventHandlerThread,274,AppleCamIn::wakeEventHandlerThread
"2017-07-04 09:42:57.924 GoogleSoftwareUpdateAgent[34603/0x700000323000] [lvl=2] +[KSCodeSigningVerification verifyBundle:applicationId:error:] KSCodeSigningVerification verifying code signing for '/Users/xpc/Library/Google/GoogleSoftwareUpdate/GoogleSoftwareUpdate.bundle/Contents/MacOS/GoogleSoftwareUpdateDaemon' with the requirement 'anchor apple generic and certificate 1[field.1.2.840.113635.100.6.2.6] exists and certificate leaf[field.1.2.840.113635.100.6.1.13] exists and certificate leaf[subject.OU]=""EQHXZ8M8AV"" and (identifier=""com.google.Keystone"")'",60,"<*> +[KSCodeSigningVerification verifyBundle:applicationId:error:] KSCodeSigningVerification verifying code signing for '/Users/xpc/Library/Google/GoogleSoftwareUpdate/GoogleSoftwareUpdate.bundle/Contents/MacOS/GoogleSoftwareUpdateDaemon' with the requirement 'anchor apple generic and certificate <*> exists and certificate <*> exists and certificate leaf[subject.OU]=""EQHXZ8M8AV"" and (identifier=""com.google.Keystone"")'"
2017-07-04 09:42:58.121 ksfetch[34604/0x7fff79824000] [lvl=2] main() ksfetch done fetching.,185,<*> main() ksfetch done fetching.
IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL,126,<*> Resuming AWDL
network changed: v4(en0!:10.105.162.105) DNS+ Proxy+ SMB,250,network changed: <*> DNS+ Proxy+ SMB
-[SOAPParser:0x7f82b1f24e50 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),295,<*> parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid)
############################## _getSysMsgList,44,############################## _getSysMsgList
AppleCamIn::wakeEventHandlerThread,274,AppleCamIn::wakeEventHandlerThread
CCIOReporterFormatter::addRegistryChildToChannelDictionary streams 7,300,CCIOReporterFormatter::addRegistryChildToChannelDictionary streams <*>
en0::IO80211Interface::postMessage bssid changed,307,<*> bssid changed
CCFile::captureLogRun() Exiting CCFile::captureLogRun,238,CCFile::captureLogRun() Exiting CCFile::captureLogRun
AppleCamIn::handleWakeEvent_gated,67,AppleCamIn::handleWakeEvent_gated
extension com.apple.ncplugin.WorldClock -> (null),66,extension com.apple.ncplugin.WorldClock -> (null)
CCFile::captureLogRun() Exiting CCFile::captureLogRun,238,CCFile::captureLogRun() Exiting CCFile::captureLogRun
AppleCamIn::wakeEventHandlerThread,274,AppleCamIn::wakeEventHandlerThread
button report: 0x8002be0,253,button report: <*>
"[Accounts] Current connection, <NSXPCConnection: 0x7fda74805bf0> connection from pid 487, doesn't have account access.",280,"[Accounts] Current connection, <NSXPCConnection: <*> connection from pid <*> doesn't have account access."
"[Accounts] Failed to update account with identifier 76FE6715-3D27-4F21-AA35-C88C1EA820E8, error: Error Domain=ABAddressBookErrorDomain Code=1002 ""(null)""",36,"[Accounts] Failed to update account with identifier <*> error: Error Domain=ABAddressBookErrorDomain <*> ""(null)"""
Session 101921 created,132,Session <*> created
"2017-07-04 15:03:53.270 GoogleSoftwareUpdateAgent[35018/0x7000002a0000] [lvl=2] -[KSOutOfProcessFetcher(PrivateMethods) helperDidTerminate:] KSOutOfProcessFetcher fetch ended for URL: ""https://tools.google.com/service/update2?cup2hreq=a70d6372a4e45a6cbba61cd7f057c79bf73c79db1b1951dc17c605e870f0419b&cup2key=7:934679018""",144,<*> -[KSOutOfProcessFetcher(PrivateMethods) helperDidTerminate:] KSOutOfProcessFetcher fetch ended for URL: <*>
ASL Sender Statistics,232,ASL Sender Statistics
button report: 0x8002be0,253,button report: <*>
############################## _getSysMsgList,44,############################## _getSysMsgList
kern_open_file_for_direct_io took 6 ms,186,kern_open_file_for_direct_io took <*> ms
AppleCamIn::wakeEventHandlerThread,274,AppleCamIn::wakeEventHandlerThread
button report: 0x80039B7,253,button report: <*>
CGXDisplayDidWakeNotification [712572581805245]: posting kCGSDisplayDidWake,223,CGXDisplayDidWakeNotification <*> posting kCGSDisplayDidWake
Peripheral manager is not powered on,137,Peripheral manager is not powered on
"PM response took 113 ms (24144, WeChat)",247,PM response took <*> ms <*> WeChat)
KeychainGetICDPStatus: status: off,321,KeychainGetICDPStatus: status: off
FA||Url||taskID[2019353517] dealloc,327,<*> dealloc
Cocoa scripting error for '0x00660011': four character codes must be four characters long.,86,Cocoa scripting error for <*> four character codes must be four characters long.
.sdef warning for argument '' of command 'can continue previous list' in suite 'Microsoft Word Suite': '4023' is not a valid type name.,289,.sdef warning for argument '' of command 'can continue previous list' in suite 'Microsoft Word Suite': <*> is not a valid type name.
jemmytest,134,jemmytest
FA||Url||taskID[2019353519] dealloc,327,<*> dealloc
